relative_compactness;surface_area;wall_area;roof_area;overall_height;orientation;glazing_area;glazing_distribution;heating_load;cooling_load
0,64;784,0;343,0;220,5;3,5;4;0,4;2;3,7344647025010294;2,627205854439005
0,64;784,0;343,0;220,5;3,5;5;0,4;2;3,752836982185556;2,6220155549907833
0,62;808,5;367,5;220,5;3,5;2;0,4;2;3,5456572467683216;2,4529565234605215
0,62;808,5;367,5;220,5;3,5;3;0,4;2;3,588797257068206;2,453800101241785
0,62;808,5;367,5;220,5;3,5;4;0,4;2;3,5915170477725233;2,4315096103055125
0,62;808,5;367,5;220,5;3,5;5;0,4;2;3,5815249142705086;2,4371530036886653
0,98;514,5;294,0;110,25;7,0;2;0,4;3;4,648804343951002;2,9029284184987647
0,98;514,5;294,0;110,25;7,0;3;0,4;3;4,641942066886998;2,912448237320853
0,98;514,5;294,0;110,25;7,0;4;0,4;3;4,61747395804793;2,925050654176727
0,98;514,5;294,0;110,25;7,0;5;0,4;3;4,645112125120962;2,927860950360812
0,9;563,5;318,5;122,5;7,0;2;0,4;3;4,722306676967779;2,9898978213838756
0,9;563,5;318,5;122,5;7,0;3;0,4;3;4,758098507658802;2,9483438903210306
0,9;563,5;318,5;122,5;7,0;4;0,4;3;4,763090253991967;2,9242453450992336
0,9;563,5;318,5;122,5;7,0;5;0,4;3;4,724847609421465;2,913884090076884
0,86;588,0;294,0;147,0;7,0;2;0,4;3;4,565995504822435;2,9518205148394605
0,86;588,0;294,0;147,0;7,0;3;0,4;3;4,611579296977954;2,941722565621035
0,86;588,0;294,0;147,0;7,0;4;0,4;3;4,607819281815125;2,8445742522114155
0,86;588,0;294,0;147,0;7,0;5;0,4;3;4,596497545453404;2,87781438027059
0,82;612,5;318,5;147,0;7,0;2;0,4;3;4,4174526454748815;2,895585290227825
0,82;612,5;318,5;147,0;7,0;3;0,4;3;4,475662741972019;2,856827659030166
0,82;612,5;318,5;147,0;7,0;4;0,4;3;4,464154475247789;2,836733449590607
0,82;612,5;318,5;147,0;7,0;5;0,4;3;4,431577354672828;2,833709214965918
0,79;637,0;343,0;147,0;7,0;2;0,4;3;5,051818891690309;3,1366123155458148
0,79;637,0;343,0;147,0;7,0;3;0,4;3;5,053556246552501;3,103686333715526
0,79;637,0;343,0;147,0;7,0;4;0,4;3;5,104604816802348;3,0173148726269807
0,79;637,0;343,0;147,0;7,0;5;0,4;3;5,0871543186877775;3,0072001538111035
0,76;661,5;416,5;122,5;7,0;2;0,4;3;4,965802071283364;3,006144101827399
0,76;661,5;416,5;122,5;7,0;3;0,4;3;4,989203067334378;3,0115806719331646
0,76;661,5;416,5;122,5;7,0;4;0,4;3;4,946253338688687;3,031839240019998
0,76;661,5;416,5;122,5;7,0;5;0,4;3;4,982030324587772;3,0392227535917398
0,74;686,0;245,0;220,5;3,5;2;0,4;3;3,2662665457607836;2,396602909000559
0,74;686,0;245,0;220,5;3,5;3;0,4;3;3,293133212847702;2,3641213248793274
0,74;686,0;245,0;220,5;3,5;4;0,4;3;3,2802873400407493;2,418744681550557
0,74;686,0;245,0;220,5;3,5;5;0,4;3;3,245575440090228;2,4200766363097337
0,71;710,5;269,5;220,5;3,5;2;0,4;3;3,2770614751171565;2,397979906969809
0,71;710,5;269,5;220,5;3,5;3;0,4;3;3,2727512895495443;2,367969235889902
0,71;710,5;269,5;220,5;3,5;4;0,4;3;3,263015364320797;2,4244972821790864
0,71;710,5;269,5;220,5;3,5;5;0,4;3;3,254316618733841;2,3975212238361854
0,69;735,0;294,0;220,5;3,5;2;0,4;3;3,303768480697048;2,408894550357816
0,69;735,0;294,0;220,5;3,5;3;0,4;3;3,329039921214539;2,3854833019856008
0,69;735,0;294,0;220,5;3,5;4;0,4;3;3,304828560583084;2,4371530036886653
0,69;735,0;294,0;220,5;3,5;5;0,4;3;3,27813740718397;2,4384485255028223
0,66;759,5;318,5;220,5;3,5;2;0,4;3;3,3907151232756467;2,439310800631845
0,66;759,5;318,5;220,5;3,5;3;0,4;3;3,3927352749069173;2,4642548842771044
0,66;759,5;318,5;220,5;3,5;4;0,4;3;3,3456931314923315;2,483472044352874
0,66;759,5;318,5;220,5;3,5;5;0,4;3;3,3642465600950118;2,4882899380959675
0,64;784,0;343,0;220,5;3,5;2;0,4;3;3,6988838913531694;2,583428551342351
0,64;784,0;343,0;220,5;3,5;3;0,4;3;3,7184520649449815;2,5813507038437367
0,64;784,0;343,0;220,5;3,5;4;0,4;3;3,6988838913531694;2,6091862282803446
0,64;784,0;343,0;220,5;3,5;5;0,4;3;3,697172624418138;2,608853891880083
0,62;808,5;367,5;220,5;3,5;2;0,4;3;3,5185274197885126;2,433251164278151
0,62;808,5;367,5;220,5;3,5;3;0,4;3;3,5071833520621825;2,443605407284659
0,62;808,5;367,5;220,5;3,5;4;0,4;3;3,5260514805002394;2,41830010225054
0,62;808,5;367,5;220,5;3,5;5;0,4;3;3,5437989820671056;2,392916941035188
0,98;514,5;294,0;110,25;7,0;2;0,4;4;4,650384691385585;2,9064637725982037
0,98;514,5;294,0;110,25;7,0;3;0,4;4;4,64088429072214;2,908740592842982
0,98;514,5;294,0;110,25;7,0;4;0,4;4;4,616403464365477;2,9268587487370574
0,98;514,5;294,0;110,25;7,0;5;0,4;4;4,644584122286513;2,925452913181384
0,9;563,5;318,5;122,5;7,0;2;0,4;4;4,83174341027833;2,9274602659673783
0,9;563,5;318,5;122,5;7,0;3;0,4;4;4,796719281809656;3,0362131369059777
0,9;563,5;318,5;122,5;7,0;4;0,4;4;4,78046733749111;3,024364320924803
0,9;563,5;318,5;122,5;7,0;5;0,4;4;4,8375239560651915;2,968538377624787
0,86;588,0;294,0;147,0;7,0;2;0,4;4;4,625484858335683;2,87629201445429
0,86;588,0;294,0;147,0;7,0;3;0,4;4;4,586742983298653;2,9704094896485476
0,86;588,0;294,0;147,0;7,0;4;0,4;4;4,613188617579466;2,970596285518207
0,86;588,0;294,0;147,0;7,0;5;0,4;4;4,645112125120962;2,864642492086154
0,82;612,5;318,5;147,0;7,0;2;0,4;4;4,432749946249855;2,799191857993136
0,82;612,5;318,5;147,0;7,0;3;0,4;4;4,380496961983167;2,893894519176486
0,82;612,5;318,5;147,0;7,0;4;0,4;4;4,415680054594348;2,8677410688698672
0,82;612,5;318,5;147,0;7,0;5;0,4;4;4,4670377003955855;2,8048345065060043
0,79;637,0;343,0;147,0;7,0;2;0,4;4;5,1164408289560495;3,008956162477902
0,79;637,0;343,0;147,0;7,0;3;0,4;4;5,07214377037844;3,1526912612356615
0,79;637,0;343,0;147,0;7,0;4;0,4;4;5,0544243920687935;3,1336285043035397
0,79;637,0;343,0;147,0;7,0;5;0,4;4;5,124435258893638;3,030148498060064
0,76;661,5;416,5;122,5;7,0;2;0,4;4;5,026466315096255;3,0435436309621857
0,76;661,5;416,5;122,5;7,0;3;0,4;4;5,014117907666488;3,032008054143621
0,76;661,5;416,5;122,5;7,0;4;0,4;4;5,022945529056519;3,035038663899775
0,76;661,5;416,5;122,5;7,0;5;0,4;4;5,00125218726487;3,0502949883140773
0,74;686,0;245,0;220,5;3,5;2;0,4;4;3,309062653293398;2,4205200281075387
0,74;686,0;245,0;220,5;3,5;3;0,4;4;3,320655386579086;2,4262573274721144
0,74;686,0;245,0;220,5;3,5;4;0,4;4;3,303768480697048;2,433251164278151
0,74;686,0;245,0;220,5;3,5;5;0,4;4;3,3164484648664447;2,451266129892418
0,71;710,5;269,5;220,5;3,5;2;0,4;4;3,3332176330096432;2,431073505819444
0,71;710,5;269,5;220,5;3,5;3;0,4;4;3,3436198504098527;2,4461688549475813
0,71;710,5;269,5;220,5;3,5;4;0,4;4;3,319604575548765;2,4474468626337305
0,71;710,5;269,5;220,5;3,5;5;0,4;4;3,3394661438518503;2,4688030218619734
0,69;735,0;294,0;220,5;3,5;2;0,4;4;3,326947435660282;2,4293262131327205
0,69;735,0;294,0;220,5;3,5;3;0,4;4;3,335302871465286;2,43238095937042
0,69;735,0;294,0;220,5;3,5;4;0,4;4;3,325900282785238;2,433251164278151
0,69;735,0;294,0;220,5;3,5;5;0,4;4;3,3446567880123035;2,454221486527603
0,66;759,5;318,5;220,5;3,5;2;0,4;4;3,4088162065871703;2,473729093798985
0,66;759,5;318,5;220,5;3,5;3;0,4;4;3,4038061667692974;2,4720911586445573
0,66;759,5;318,5;220,5;3,5;4;0,4;4;3,3836268527376103;2,4938665342305497
0,66;759,5;318,5;220,5;3,5;5;0,4;4;3,404809278573033;2,4890894984845384
0,64;784,0;343,0;220,5;3,5;2;0,4;4;3,7478441089446286;2,6138210526916024
0,64;784,0;343,0;220,5;3,5;3;0,4;4;3,75366784313907;2,6091862282803446
0,64;784,0;343,0;220,5;3,5;4;0,4;4;3,7428379673595744;2,63235462975052
0,64;784,0;343,0;220,5;3,5;5;0,4;4;3,7294227987210404;2,64000130326114
0,62;808,5;367,5;220,5;3,5;2;0,4;4;3,5156979520344556;2,441890907387056
0,62;808,5;367,5;220,5;3,5;3;0,4;4;3,5586130089458288;2,428450836891933
0,62;808,5;367,5;220,5;3,5;4;0,4;4;3,5622980335699763;2,4191889634084
0,62;808,5;367,5;220,5;3,5;5;0,4;4;3,546585678154434;2,428450836891933
0,98;514,5;294,0;110,25;7,0;2;0,4;5;4,649858044150168;2,9050104938350723
0,98;514,5;294,0;110,25;7,0;3;0,4;5;4,643527708602106;2,912242841790186
0,98;514,5;294,0;110,25;7,0;4;0,4;5;4,616403464365477;2,9230353988738087
0,98;514,5;294,0;110,25;7,0;5;0,4;5;4,644055983472423;2,9280611945512205
0,9;563,5;318,5;122,5;7,0;2;0,4;5;4,7937738219051695;2,9266581119936768
0,9;563,5;318,5;122,5;7,0;3;0,4;5;4,761094998072343;2,9103911916997074
0,9;563,5;318,5;122,5;7,0;4;0,4;5;4,746571634877712;3,0169688870338014
0,9;563,5;318,5;122,5;7,0;5;0,4;5;4,772541585079846;2,990078734052122
0,86;588,0;294,0;147,0;7,0;2;0,4;5;4,621750340296656;2,8348741197227985
0,86;588,0;294,0;147,0;7,0;3;0,4;5;4,5948750190290015;2,8690643043835196
0,86;588,0;294,0;147,0;7,0;4;0,4;5;4,5571961016165154;2,97152940753738
0,86;588,0;294,0;147,0;7,0;5;0,4;5;4,608356850461073;2,961185721157659
0,82;612,5;318,5;147,0;7,0;2;0,4;5;4,4945091844360485;2,8404355422448786
0,82;612,5;318,5;147,0;7,0;3;0,4;5;4,4658849047571465;2,831840827073012
0,82;612,5;318,5;147,0;7,0;4;0,4;5;4,4403551767278575;2,9246481315922255
0,82;612,5;318,5;147,0;7,0;5;0,4;5;4,48995645980055;2,8979025632196995
0,79;637,0;343,0;147,0;7,0;2;0,4;5;5,088436033722632;3,0129757753255326
0,79;637,0;343,0;147,0;7,0;3;0,4;5;5,08201974242076;2,997807462222765
0,79;637,0;343,0;147,0;7,0;4;0,4;5;5,044419254720645;3,1446364004377894
0,79;637,0;343,0;147,0;7,0;5;0,4;5;5,031297876943486;3,1139334457675254
0,76;661,5;416,5;122,5;7,0;2;0,4;5;4,943053757519917;3,026922991392676
0,76;661,5;416,5;122,5;7,0;3;0,4;5;4,983825793029792;3,0341983529936414
0,76;661,5;416,5;122,5;7,0;4;0,4;5;4,9653495012491256;2,9994127308386767
0,76;661,5;416,5;122,5;7,0;5;0,4;5;4,990097951808508;3,0063202382798324
0,74;686,0;245,0;220,5;3,5;2;0,4;5;3,3132868213517224;2,4240565403276064
0,74;686,0;245,0;220,5;3,5;3;0,4;5;3,2899303377460094;2,4209631239718044
0,74;686,0;245,0;220,5;3,5;4;0,4;5;3,2877919147076144;2,4349881530265884
0,74;686,0;245,0;220,5;3,5;5;0,4;5;3,311175974724916;2,4244972821790864
0,71;710,5;269,5;220,5;3,5;2;0,4;5;3,0912058034946535;2,3736999192179677
0,71;710,5;269,5;220,5;3,5;3;0,4;5;3,114941089251184;2,323864756423079
0,71;710,5;269,5;220,5;3,5;4;0,4;5;3,1301996519455146;2,3612208060287494
0,71;710,5;269,5;220,5;3,5;5;0,4;5;3,090010609379564;2,3602511678186393
0,69;735,0;294,0;220,5;3,5;2;0,4;5;3,2824347034678776;2,4214059242779253
0,69;735,0;294,0;220,5;3,5;3;0,4;5;3,299521910238129;2,386883434241564
0,69;735,0;294,0;220,5;3,5;4;0,4;5;3,309062653293398;2,417410049807553
0,69;735,0;294,0;220,5;3,5;5;0,4;5;3,2920662213101104;2,4262573274721144
0,66;759,5;318,5;220,5;3,5;2;0,4;5;3,3703890506359255;2,4646696500197045
0,66;759,5;318,5;220,5;3,5;3;0,4;5;3,3662963702469417;2,4708600292881653
0,66;759,5;318,5;220,5;3,5;4;0,4;5;3,3662963702469417;2,460927336715834
0,66;759,5;318,5;220,5;3,5;5;0,4;5;3,3907151232756467;2,4818582035652796
0,64;784,0;343,0;220,5;3,5;2;0,4;5;3,6300692019423044;2,58481009011203
0,64;784,0;343,0;220,5;3,5;3;0,4;5;3,6739161792680224;2,5634149592422695
0,64;784,0;343,0;220,5;3,5;4;0,4;5;3,6713141980080923;2,581003747259074
0,64;784,0;343,0;220,5;3,5;5;0,4;5;3,646852672336143;2,604517875873798
0,62;808,5;367,5;220,5;3,5;2;0,4;5;3,525112651945921;2,43238095937042
0,62;808,5;367,5;220,5;3,5;3;0,4;5;3,5156979520344556;2,442319949004886
0,62;808,5;367,5;220,5;3,5;4;0,4;5;3,5194696101650393;2,4205200281075387
0,62;808,5;367,5;220,5;3,5;5;0,4;5;3,5344794856780175;2,394301569200946
